rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1 || ['e2e4', 'd2d4']
rnb1kbnr/ppqppppp/2p5/8/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3 || ['d2d4', 'd1c2']
rnbqkbnr/pp2pppp/2pp4/8/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1ppp1p/2p3p1/8/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/1p1ppppp/2p5/p7/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1p1ppp/2p1p3/8/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1ppppp/2p5/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2 || ['g8f6', 'd7d5']
rnbqkb1r/pp1ppppp/2p2n2/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3 || ['f1e2', 'f2f4']
rnbqkbnr/pp2pppp/2p5/3p4/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['f2f4', 'g1f3']
rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd3d4']
rnbqkbnr/pp1ppppp/8/2p5/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['f1e2', 'b1c3']
rnbqkbnr/pp2pppp/2pp4/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['d3d4', 'f2f4']
rnbqkbnr/pp1ppp1p/2p3p1/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['d3d4', 'c2c3']
rnbqkbnr/pp1pppp1/2p4p/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'f2f4']
rnbqkbnr/1p1ppppp/2p5/p7/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['b1c3', 'd3d4']
rnb1kbnr/ppqppppp/2p5/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3 || ['f2f4', 'b1c3']
rnbqkbnr/1p1ppppp/p1p5/8/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['b1c3', 'f2f4']
rnbqkbnr/pp1ppppp/2p5/8/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2 || ['d7d5', 'h7h6']
rnbqkbnr/pp2pppp/2p5/3p4/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['e4e5', 'b1c3']
rnbqkbnr/pp1pppp1/2p4p/8/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['c2c4', 'b1c3']
rnbqkbnr/pp2pppp/2pp4/8/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1pppp1/2p5/7p/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd2d4']
rnbqkbnr/pp1ppp1p/2p3p1/8/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'c2c4']
rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/1p1ppppp/p1p5/8/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'b1c3']
rnb1kbnr/ppqppppp/2p5/8/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 1 3 || ['b1c3', 'c2c4']
rnbqkbnr/pp1ppppp/8/2p5/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'b1c3']
rnbqkbnr/pp1ppppp/2p5/8/4P3/7P/PPPP1PP1/RNBQKBNR b KQkq - 0 2 || ['d7d5', 'a7a6']
rnbqkbnr/pp2pppp/2p5/3p4/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['e4e5', 'e4d5']
rnbqkbnr/1p1ppppp/p1p5/8/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'f1e2']
rnbqkbnr/pp1pppp1/2p4p/8/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'c2c4']
rnbqkbnr/pp1ppppp/8/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['b1c3', 'c2c3']
rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd2d4']
rnbqkbnr/pp2pppp/2pp4/8/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1p1ppp/2p1p3/8/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'c2c3']
rnb1kbnr/pp1ppppp/2p5/q7/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 1 3 || ['g1f3', 'f1e2']
rnbqkbnr/pp1ppppp/2p5/8/P3P3/8/1PPP1PPP/RNBQKBNR b KQkq - 0 2 || ['d7d5', 'a7a6']
rnbqkbnr/pp2pppp/2p5/3p4/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['b1c3', 'e4e5']
rnbqkbnr/1p1ppppp/p1p5/8/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'b1c3']
rnbqkbnr/pp1p1ppp/2p1p3/8/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['c2c3', 'b1c3']
rnbqkbnr/pp1p1ppp/2p5/4p3/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd2d4']
rnb1kbnr/ppqppppp/2p5/8/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 1 3 || ['b1c3', 'd2d4']
rnbqkbnr/pp1pppp1/2p4p/8/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'c2c3']
rnbqkbnr/pp1ppppp/8/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'g1e2']
rnbqkbnr/pp1ppp1p/2p3p1/8/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'a4a5']
rnbqkbnr/pp1pppp1/2p5/7p/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['b1c3', 'd2d4']
rnb1kbnr/pp1ppppp/2p5/q7/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 1 3 || ['c2c3', 'b1c3']
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2 || ['g1f3', 'c2c3']
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2 || ['d7d6', 'b8c6']
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['h2h3', 'c2c3']
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3 || ['f1b5', 'b1c3']
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
rnbqkbnr/1p1ppppp/p7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['f1e2', 'c2c3']
rnbqkb1r/pp1ppppp/5n2/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3 || ['e4e5', 'b1c3']
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'c2c3']
rnbqkbnr/pp1pppp1/7p/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
rnbqkbnr/p2ppppp/1p6/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
rnbqkbnr/pp1pppp1/8/2p4p/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3 || ['c2c3', 'b1c3']
rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2 || ['d7d5', 'e7e5']
rnbqkbnr/pp2pppp/8/2pp4/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['e4d5', 'd2d3']
rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['c3c4', 'g1f3']
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3 || ['d2d4', 'g1f3']
rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3 || ['e4e5', 'd1c2']
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd2d4']
rnbqkbnr/1p1ppppp/p7/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd2d4']
rnbqkbnr/pp2pppp/3p4/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1pppp1/7p/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2 || ['d7d6', 'b8c6']
rnbqkbnr/pp2pppp/3p4/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3 || ['g1f3', 'g1e2']
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3 || ['f1b5', 'a2a3']
rnbqkbnr/1p1ppppp/p7/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3 || ['g1f3', 'g1e2']
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3 || ['g1f3', 'g1e2']
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3 || ['g1f3', 'd2d4']
rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3 || ['a2a4', 'f1c4']
rnbqkbnr/pp1pppp1/7p/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp1pppp1/8/2p4p/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3 || ['g1f3', 'g1e2']
rnbqkbnr/p2ppppp/1p6/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3 || ['g1f3', 'g1e2']
rnb1kbnr/pp1ppppp/8/q1p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3 || ['g1e2', 'g1f3']
rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2 || ['c5d4', 'e7e6']
rnbqkbnr/pp1ppppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd1d4']
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3 || ['d4d5', 'g1f3']
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPPBPPP/RNBQK1NR b KQkq - 1 2 || ['b8c6', 'd7d5']
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 2 3 || ['g1f3', 'f2f4']
rnbqkbnr/pp2pppp/8/2pp4/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 0 3 || ['e4d5']
rnbqkbnr/pp2pppp/3p4/2p5/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 0 3 || ['b1c3', 'd2d4']
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 0 3 || ['g1f3', 'c2c4']
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 0 3 || ['b1a3', 'c2c3']
rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 0 3 || ['d2d3']
rnbqkbnr/pp1pppp1/7p/2p5/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 0 3 || ['g1f3', 'c2c3']
rnbqkbnr/1p1ppppp/p7/2p5/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 0 3 || ['d2d4', 'c2c3']
rnbqkbnr/p2ppppp/1p6/2p5/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 0 3 || ['g1f3', 'd2d4']
rnb1kbnr/ppqppppp/8/2p5/4P3/8/PPPPBPPP/RNBQK1NR w KQkq - 2 3 || ['g1f3', 'd2d4']
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPPNPPP/RNBQKB1R b KQkq - 1 2 || ['g8f6', 'e7e6']
rnbqkb1r/pp1ppppp/5n2/2p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 2 3 || ['b1c3', 'd2d3']
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 2 3 || ['d2d4', 'b1c3']
rnbqkbnr/1p1ppppp/p7/2p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
rnbqkbnr/pp2pppp/3p4/2p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4', 'b1c3']
rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 0 3 || ['e2c3', 'e2g3']
rnbqkbnr/pp2pppp/8/2pp4/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 0 3 || ['e4d5', 'd2d4']
rnbqkbnr/pp1pppp1/7p/2p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 0 3 || ['d2d4']
rnb1kbnr/pp1ppppp/8/q1p5/4P3/8/PPPPNPPP/RNBQKB1R w KQkq - 2 3 || ['b1c3', 'g2g3']
rnbqkbnr/pp1ppppp/8/2p5/4P3/7P/PPPP1PP1/RNBQKBNR b KQkq - 0 2 || ['e7e6', 'd7d6']
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'b1c3']
rnbqkbnr/pp2pppp/3p4/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'b1c3']
rnbqkbnr/1p1ppppp/p7/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd2d4']
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 1 3 || ['c2c4', 'g1f3']
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'f1c4']
rnbqkb1r/pp1ppppp/5n2/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 1 3 || ['e4e5', 'b1c3']
rnbqkbnr/p2ppppp/1p6/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['d2d3', 'g1e2']
rnb1kbnr/ppqppppp/8/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 1 3 || ['b1c3', 'g1f3']
rnb1kbnr/pp1ppppp/1q6/2p5/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 1 3 || ['d2d4', 'g1f3']
rnbqkbnr/pp2pppp/8/2pp4/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3 || ['e4d5', 'f1b5']
rnbqkbnr/pp1ppppp/8/2p5/P3P3/8/1PPP1PPP/RNBQKBNR b KQkq - 0 2 || ['g7g6', 'a7a6']
rnbqkbnr/pp1ppp1p/6p1/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['c2c3', 'g1f3']
rnbqkbnr/1p1ppppp/p7/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['d2d4']
rnbqkbnr/pp1p1ppp/4p3/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'd2d3']
rnbqkbnr/pp2pppp/3p4/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['c2c3', 'g1e2']
r1bqkbnr/pp1ppppp/2n5/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 1 3 || ['f1b5', 'g1f3']
rnbqkbnr/pp1pppp1/7p/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'b1c3']
rnb1kbnr/ppqppppp/8/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 1 3 || ['b1c3', 'g1f3']
rnbqkb1r/pp1ppppp/5n2/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 1 3 || ['e4e5', 'b1c3']
rnbqkbnr/p2ppppp/1p6/2p5/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['g1f3', 'b1c3']
rnbqkbnr/pp1p1ppp/8/2p1p3/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3 || ['f1c4', 'b1c3']
rnbqkbnr/pp1ppppp/8/2p5/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2 || ['b8c6', 'g8f6']
